[{'timestampt': 'Jun 11 2018 21:30:58', 'pm2.5': 22}]
[{'pm2.5': 9, 'timestamp': 'Jun 12 2018 17:50:26'}]
[{'pm2.5': 9, 'timestamp': 'Jun 12 2018 17:50:27'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:28'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:28'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:29'}]
[{'pm2.5': 9, 'timestamp': 'Jun 12 2018 17:50:30'}]
[{'pm2.5': 9, 'timestamp': 'Jun 12 2018 17:50:31'}]
[{'pm2.5': 9, 'timestamp': 'Jun 12 2018 17:50:32'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:33'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:34'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:35'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:36'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:37'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:37'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:38'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:39'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:40'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:41'}]
[{'pm2.5': 9, 'timestamp': 'Jun 12 2018 17:50:42'}]
[{'pm2.5': 9, 'timestamp': 'Jun 12 2018 17:50:43'}]
[{'pm2.5': 9, 'timestamp': 'Jun 12 2018 17:50:44'}]
[{'pm2.5': 9, 'timestamp': 'Jun 12 2018 17:50:45'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:45'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:46'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:47'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:48'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:49'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:50'}]
[{'pm2.5': 9, 'timestamp': 'Jun 12 2018 17:50:51'}]
[{'pm2.5': 9, 'timestamp': 'Jun 12 2018 17:50:52'}]
[{'pm2.5': 9, 'timestamp': 'Jun 12 2018 17:50:53'}]
[{'pm2.5': 9, 'timestamp': 'Jun 12 2018 17:50:54'}]
[{'pm2.5': 8, 'timestamp': 'Jun 12 2018 17:50:54'}]
